2026-06-07 18:48:54,287 | INFO     | config | Logging initialised — level: INFO
2026-06-07 18:50:21,380 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 18:50:21,381 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 18:50:21,460 | INFO     | cte_executer_mod | Creating view: wire_vw
2026-06-07 18:50:21,663 | INFO     | cte_executer_mod | Creating view: mi_vw
2026-06-07 18:50:22,701 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 18:50:22,713 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 18:50:27,031 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 18:50:27,051 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 18:50:27,087 | INFO     | pipeline | Pipeline completed — job_id=2a0312d7-4cc3-44b9-b1df-7955730c1e6d
2026-06-07 19:10:40,271 | INFO     | main | File uploaded: LRT_log1.log by admin (88435 bytes)
2026-06-07 19:10:41,898 | INFO     | jobs | Job created: 36a79989-a1f7-4451-8fa8-fe231d601913 for user_id=1 file=621ce426afe44827baff2d05d64e59a8_LRT_log1.log
2026-06-07 19:10:41,937 | INFO     | main | Job started: 36a79989-a1f7-4451-8fa8-fe231d601913 by admin for file 621ce426afe44827baff2d05d64e59a8_LRT_log1.log
2026-06-07 19:10:41,972 | INFO     | pipeline | Pipeline started — job_id=36a79989-a1f7-4451-8fa8-fe231d601913 user=admin
2026-06-07 19:10:42,022 | INFO     | pipeline | Step starting: log_reader
2026-06-07 19:10:42,365 | INFO     | pipeline | Step completed: log_reader
2026-06-07 19:10:42,365 | INFO     | pipeline | Step starting: set_batch_date
2026-06-07 19:10:42,520 | INFO     | paramiko.transport | Connected (version 2.0, client OpenSSH_8.0)
2026-06-07 19:10:42,698 | INFO     | paramiko.transport | Authentication (password) successful!
2026-06-07 19:11:06,304 | INFO     | pipeline | Step completed: set_batch_date
2026-06-07 19:11:06,305 | INFO     | pipeline | Step starting: sql_executer
2026-06-07 19:11:06,318 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 19:11:06,614 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 19:11:06,628 | INFO     | sql_executer | Loading SQL file: D:/OFSAA/Scenario_Debugger/outputs\20260607\ML-LargeReportableTrans_LRT_AMEA\extracted_queries\ML_LargeReportableTrans_LRT_AMEA_dataset_query_20260607_191042.sql
2026-06-07 19:11:06,637 | INFO     | sql_executer | SQL loaded successfully (22523 chars)
2026-06-07 19:11:06,639 | INFO     | sql_executer | Executing dataset query...
2026-06-07 19:11:07,405 | INFO     | pipeline | Step completed: sql_executer
2026-06-07 19:11:07,405 | INFO     | pipeline | Step starting: cte_parser
2026-06-07 19:11:07,649 | INFO     | pipeline | Step completed: cte_parser
2026-06-07 19:11:07,653 | INFO     | pipeline | Step starting: cte_executer
2026-06-07 19:11:07,669 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 19:11:07,946 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 19:11:07,947 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 19:11:08,038 | INFO     | cte_executer_mod | Creating view: Wire_Trxn_Vw
2026-06-07 19:11:08,283 | INFO     | cte_executer_mod | Creating view: Mi_Trxn_Vw
2026-06-07 19:11:08,413 | INFO     | cte_executer_mod | Creating view: Cust_Accounts
2026-06-07 19:11:10,050 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 19:11:10,052 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 19:11:14,610 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 19:11:14,622 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 19:11:14,640 | INFO     | pipeline | Pipeline completed — job_id=36a79989-a1f7-4451-8fa8-fe231d601913
2026-06-07 19:40:10,109 | INFO     | main | File uploaded: LRT_log1.log by admin (88435 bytes)
2026-06-07 19:40:11,227 | INFO     | jobs | Job created: 55b26553-4856-4e85-90ce-b43c33024b90 for user_id=1 file=3962f987430744628eab11b7f0ac790c_LRT_log1.log
2026-06-07 19:40:11,243 | INFO     | main | Job started: 55b26553-4856-4e85-90ce-b43c33024b90 by admin for file 3962f987430744628eab11b7f0ac790c_LRT_log1.log
2026-06-07 19:40:11,245 | INFO     | pipeline | Pipeline started — job_id=55b26553-4856-4e85-90ce-b43c33024b90 user=admin
2026-06-07 19:40:11,265 | INFO     | pipeline | Step starting: log_reader
2026-06-07 19:40:11,538 | INFO     | pipeline | Step completed: log_reader
2026-06-07 19:40:11,538 | INFO     | pipeline | Step starting: set_batch_date
2026-06-07 19:40:11,618 | INFO     | paramiko.transport | Connected (version 2.0, client OpenSSH_8.0)
2026-06-07 19:40:11,859 | INFO     | paramiko.transport | Authentication (password) successful!
2026-06-07 19:40:36,760 | INFO     | pipeline | Step completed: set_batch_date
2026-06-07 19:40:36,760 | INFO     | pipeline | Step starting: sql_executer
2026-06-07 19:40:36,774 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 19:40:37,023 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 19:40:37,035 | INFO     | sql_executer | Loading SQL file: D:/OFSAA/Scenario_Debugger/outputs\20260607\ML-LargeReportableTrans_LRT_AMEA\extracted_queries\ML_LargeReportableTrans_LRT_AMEA_dataset_query_20260607_194011.sql
2026-06-07 19:40:37,038 | INFO     | sql_executer | SQL loaded successfully (22523 chars)
2026-06-07 19:40:37,039 | INFO     | sql_executer | Executing dataset query...
2026-06-07 19:40:37,804 | INFO     | pipeline | Step completed: sql_executer
2026-06-07 19:40:37,805 | INFO     | pipeline | Step starting: cte_parser
2026-06-07 19:40:38,001 | INFO     | pipeline | Step completed: cte_parser
2026-06-07 19:40:38,001 | INFO     | pipeline | Step starting: cte_executer
2026-06-07 19:40:38,017 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 19:40:38,268 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 19:40:38,270 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 19:40:38,462 | INFO     | cte_executer_mod | Creating view: Wire_Trxn_Vw
2026-06-07 19:40:38,709 | INFO     | cte_executer_mod | Creating view: Mi_Trxn_Vw
2026-06-07 19:40:38,838 | INFO     | cte_executer_mod | Creating view: Cust_Accounts
2026-06-07 19:40:40,639 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 19:40:40,640 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 19:40:45,049 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 19:40:45,076 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 19:40:45,111 | INFO     | pipeline | Pipeline completed — job_id=55b26553-4856-4e85-90ce-b43c33024b90
2026-06-07 20:02:56,637 | INFO     | main | File uploaded: LRT_log1.log by admin (88435 bytes)
2026-06-07 20:02:58,692 | INFO     | jobs | Job created: f873e63f-6048-412d-bb65-d893bffc05ea for user_id=1 file=225e68764e3c4f5c8af8f8972e52c791_LRT_log1.log
2026-06-07 20:02:58,707 | INFO     | main | Job started: f873e63f-6048-412d-bb65-d893bffc05ea by admin for file 225e68764e3c4f5c8af8f8972e52c791_LRT_log1.log
2026-06-07 20:02:58,712 | INFO     | pipeline | Pipeline started — job_id=f873e63f-6048-412d-bb65-d893bffc05ea user=admin
2026-06-07 20:02:58,752 | INFO     | pipeline | Step starting: log_reader
2026-06-07 20:02:58,972 | INFO     | pipeline | Step completed: log_reader
2026-06-07 20:02:58,973 | INFO     | pipeline | Step starting: set_batch_date
2026-06-07 20:02:59,067 | INFO     | paramiko.transport | Connected (version 2.0, client OpenSSH_8.0)
2026-06-07 20:02:59,226 | INFO     | paramiko.transport | Authentication (password) successful!
2026-06-07 20:03:23,979 | INFO     | pipeline | Step completed: set_batch_date
2026-06-07 20:03:23,979 | INFO     | pipeline | Step starting: sql_executer
2026-06-07 20:03:23,994 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:03:24,237 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:03:24,252 | INFO     | sql_executer | Loading SQL file: D:/OFSAA/Scenario_Debugger/outputs\20260607\ML-LargeReportableTrans_LRT_AMEA\extracted_queries\ML_LargeReportableTrans_LRT_AMEA_dataset_query_20260607_200258.sql
2026-06-07 20:03:24,263 | INFO     | sql_executer | SQL loaded successfully (22523 chars)
2026-06-07 20:03:24,267 | INFO     | sql_executer | Executing dataset query...
2026-06-07 20:03:25,042 | INFO     | pipeline | Step completed: sql_executer
2026-06-07 20:03:25,043 | INFO     | pipeline | Step starting: cte_parser
2026-06-07 20:03:25,258 | INFO     | pipeline | Step completed: cte_parser
2026-06-07 20:03:25,261 | INFO     | pipeline | Step starting: cte_executer
2026-06-07 20:03:25,282 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:03:25,518 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:03:25,520 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 20:03:25,631 | INFO     | cte_executer_mod | Creating view: Wire_Trxn_Vw
2026-06-07 20:03:25,819 | INFO     | cte_executer_mod | Creating view: Mi_Trxn_Vw
2026-06-07 20:03:25,941 | INFO     | cte_executer_mod | Creating view: Cust_Accounts
2026-06-07 20:03:27,568 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 20:03:27,570 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 20:03:32,171 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 20:03:32,193 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 20:03:32,222 | INFO     | pipeline | Pipeline completed — job_id=f873e63f-6048-412d-bb65-d893bffc05ea
2026-06-07 20:05:01,467 | INFO     | config | Logging initialised — level: INFO
2026-06-07 20:05:01,468 | INFO     | config | App base path: D:\OFSAA\Scenario_Debugger
2026-06-07 20:05:01,471 | INFO     | jobs | Initialising database at: D:\OFSAA\Scenario_Debugger\db\scenario_debugger.db
2026-06-07 20:05:01,475 | INFO     | jobs | Database initialised successfully
2026-06-07 20:05:02,707 | INFO     | config | Logging initialised — level: INFO
2026-06-07 20:05:02,708 | INFO     | config | App base path: D:\OFSAA\Scenario_Debugger
2026-06-07 20:05:02,709 | INFO     | jobs | Initialising database at: D:\OFSAA\Scenario_Debugger\db\scenario_debugger.db
2026-06-07 20:05:02,713 | INFO     | jobs | Database initialised successfully
2026-06-07 20:06:15,311 | INFO     | main | File uploaded: LRT_log1.log by admin (88435 bytes)
2026-06-07 20:06:17,150 | INFO     | jobs | Job created: 8e022edf-2c0d-46ac-b8ea-5c907b2b31ef for user_id=1 file=83ecda0f8395476da8b88e838112f3f1_LRT_log1.log
2026-06-07 20:06:17,161 | INFO     | main | Job started: 8e022edf-2c0d-46ac-b8ea-5c907b2b31ef by admin for file 83ecda0f8395476da8b88e838112f3f1_LRT_log1.log
2026-06-07 20:06:17,169 | INFO     | pipeline | Pipeline started — job_id=8e022edf-2c0d-46ac-b8ea-5c907b2b31ef user=admin
2026-06-07 20:06:17,202 | INFO     | pipeline | Step starting: log_reader
2026-06-07 20:06:17,435 | INFO     | pipeline | Step completed: log_reader
2026-06-07 20:06:17,436 | INFO     | pipeline | Step starting: set_batch_date
2026-06-07 20:06:18,102 | INFO     | paramiko.transport | Connected (version 2.0, client OpenSSH_8.0)
2026-06-07 20:06:18,298 | INFO     | paramiko.transport | Authentication (password) successful!
2026-06-07 20:06:43,945 | INFO     | pipeline | Step completed: set_batch_date
2026-06-07 20:06:43,947 | INFO     | pipeline | Step starting: sql_executer
2026-06-07 20:06:44,249 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:06:44,538 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:06:44,542 | INFO     | sql_executer | Loading SQL file: D:/OFSAA/Scenario_Debugger/outputs\20260607\ML-LargeReportableTrans_LRT_AMEA\extracted_queries\ML_LargeReportableTrans_LRT_AMEA_dataset_query_20260607_200617.sql
2026-06-07 20:06:44,544 | INFO     | sql_executer | SQL loaded successfully (22523 chars)
2026-06-07 20:06:44,544 | INFO     | sql_executer | Executing dataset query...
2026-06-07 20:06:45,057 | INFO     | pipeline | Step completed: sql_executer
2026-06-07 20:06:45,057 | INFO     | pipeline | Step starting: cte_parser
2026-06-07 20:06:45,551 | INFO     | pipeline | Step completed: cte_parser
2026-06-07 20:06:45,551 | INFO     | pipeline | Step starting: cte_executer
2026-06-07 20:06:45,601 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:06:45,790 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:06:45,790 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 20:06:45,881 | INFO     | cte_executer_mod | Creating view: Wire_Trxn_Vw
2026-06-07 20:06:46,127 | INFO     | cte_executer_mod | Creating view: Mi_Trxn_Vw
2026-06-07 20:06:46,233 | INFO     | cte_executer_mod | Creating view: Cust_Accounts
2026-06-07 20:06:47,901 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 20:06:47,901 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 20:06:54,599 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 20:06:54,619 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 20:06:54,649 | INFO     | pipeline | Pipeline completed — job_id=8e022edf-2c0d-46ac-b8ea-5c907b2b31ef
2026-06-07 20:29:08,626 | INFO     | config | Logging initialised — level: INFO
2026-06-07 20:29:08,627 | INFO     | config | App base path: D:\OFSAA\Scenario_Debugger
2026-06-07 20:29:08,628 | INFO     | jobs | Initialising database at: D:\OFSAA\Scenario_Debugger\db\scenario_debugger.db
2026-06-07 20:29:08,632 | INFO     | jobs | Database initialised successfully
2026-06-07 20:29:09,780 | INFO     | config | Logging initialised — level: INFO
2026-06-07 20:29:09,781 | INFO     | config | App base path: D:\OFSAA\Scenario_Debugger
2026-06-07 20:29:09,782 | INFO     | jobs | Initialising database at: D:\OFSAA\Scenario_Debugger\db\scenario_debugger.db
2026-06-07 20:29:09,786 | INFO     | jobs | Database initialised successfully
2026-06-07 20:29:22,016 | INFO     | main | File uploaded: LRT_log1.log by admin (88435 bytes)
2026-06-07 20:29:22,920 | INFO     | jobs | Job created: 9f60bfc2-2dfa-4eec-ba2c-82f004bd44cb for user_id=1 file=c6f63c8189df450290cf1371b2bebd94_LRT_log1.log
2026-06-07 20:29:22,938 | INFO     | main | Job started: 9f60bfc2-2dfa-4eec-ba2c-82f004bd44cb by admin for file c6f63c8189df450290cf1371b2bebd94_LRT_log1.log
2026-06-07 20:29:22,943 | INFO     | pipeline | Pipeline started — job_id=9f60bfc2-2dfa-4eec-ba2c-82f004bd44cb user=admin
2026-06-07 20:29:23,004 | INFO     | pipeline | Step starting: log_reader
2026-06-07 20:29:23,346 | INFO     | pipeline | Step completed: log_reader
2026-06-07 20:29:23,346 | INFO     | pipeline | Step starting: set_batch_date
2026-06-07 20:29:23,661 | INFO     | paramiko.transport | Connected (version 2.0, client OpenSSH_8.0)
2026-06-07 20:29:23,863 | INFO     | paramiko.transport | Authentication (password) successful!
2026-06-07 20:29:49,186 | INFO     | pipeline | Step completed: set_batch_date
2026-06-07 20:29:49,186 | INFO     | pipeline | Step starting: sql_executer
2026-06-07 20:29:49,321 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:29:49,552 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:29:49,564 | INFO     | sql_executer | Loading SQL file: D:/OFSAA/Scenario_Debugger/outputs\20260607\ML-LargeReportableTrans_LRT_AMEA\extracted_queries\ML_LargeReportableTrans_LRT_AMEA_dataset_query_20260607_202923.sql
2026-06-07 20:29:49,571 | INFO     | sql_executer | SQL loaded successfully (22523 chars)
2026-06-07 20:29:49,573 | INFO     | sql_executer | Executing dataset query...
2026-06-07 20:29:50,023 | INFO     | pipeline | Step completed: sql_executer
2026-06-07 20:29:50,024 | INFO     | pipeline | Step starting: cte_parser
2026-06-07 20:29:50,404 | INFO     | pipeline | Step completed: cte_parser
2026-06-07 20:29:50,405 | INFO     | pipeline | Step starting: cte_executer
2026-06-07 20:29:50,451 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:29:50,670 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:29:50,671 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 20:29:50,737 | INFO     | cte_executer_mod | Creating view: Wire_Trxn_Vw
2026-06-07 20:29:50,968 | INFO     | cte_executer_mod | Creating view: Mi_Trxn_Vw
2026-06-07 20:29:51,086 | INFO     | cte_executer_mod | Creating view: Cust_Accounts
2026-06-07 20:29:52,769 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 20:29:52,770 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 20:29:58,942 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 20:29:58,983 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 20:29:59,015 | INFO     | pipeline | Pipeline completed — job_id=9f60bfc2-2dfa-4eec-ba2c-82f004bd44cb
2026-06-07 20:39:23,261 | INFO     | config | Logging initialised — level: INFO
2026-06-07 20:39:23,262 | INFO     | config | App base path: D:\OFSAA\Scenario_Debugger
2026-06-07 20:39:23,264 | INFO     | jobs | Initialising database at: D:\OFSAA\Scenario_Debugger\db\scenario_debugger.db
2026-06-07 20:39:23,268 | INFO     | jobs | Database initialised successfully
2026-06-07 20:39:24,654 | INFO     | config | Logging initialised — level: INFO
2026-06-07 20:39:24,656 | INFO     | config | App base path: D:\OFSAA\Scenario_Debugger
2026-06-07 20:39:24,658 | INFO     | jobs | Initialising database at: D:\OFSAA\Scenario_Debugger\db\scenario_debugger.db
2026-06-07 20:39:24,663 | INFO     | jobs | Database initialised successfully
2026-06-07 20:39:34,934 | INFO     | main | File uploaded: LRT_log1.log by admin (88435 bytes)
2026-06-07 20:39:35,946 | INFO     | jobs | Job created: cf34c49f-833b-41e7-b9cc-d2960f66921f for user_id=1 file=3696cb805bb14246bcc90c5cc9239dc5_LRT_log1.log
2026-06-07 20:39:35,965 | INFO     | main | Job started: cf34c49f-833b-41e7-b9cc-d2960f66921f by admin for file 3696cb805bb14246bcc90c5cc9239dc5_LRT_log1.log
2026-06-07 20:39:35,967 | INFO     | pipeline | Pipeline started — job_id=cf34c49f-833b-41e7-b9cc-d2960f66921f user=admin
2026-06-07 20:39:35,997 | INFO     | pipeline | Step starting: log_reader
2026-06-07 20:39:36,288 | INFO     | pipeline | Step completed: log_reader
2026-06-07 20:39:36,291 | INFO     | pipeline | Step starting: set_batch_date
2026-06-07 20:39:36,646 | INFO     | paramiko.transport | Connected (version 2.0, client OpenSSH_8.0)
2026-06-07 20:39:36,850 | INFO     | paramiko.transport | Authentication (password) successful!
2026-06-07 20:40:01,448 | INFO     | pipeline | Step completed: set_batch_date
2026-06-07 20:40:01,448 | INFO     | pipeline | Step starting: sql_executer
2026-06-07 20:40:01,612 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:40:01,858 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:40:01,866 | INFO     | sql_executer | Loading SQL file: D:/OFSAA/Scenario_Debugger/outputs\20260607\ML-LargeReportableTrans_LRT_AMEA\extracted_queries\ML_LargeReportableTrans_LRT_AMEA_dataset_query_20260607_203936.sql
2026-06-07 20:40:01,874 | INFO     | sql_executer | SQL loaded successfully (22523 chars)
2026-06-07 20:40:01,886 | INFO     | sql_executer | Executing dataset query...
2026-06-07 20:40:02,366 | INFO     | pipeline | Step completed: sql_executer
2026-06-07 20:40:02,366 | INFO     | pipeline | Step starting: cte_parser
2026-06-07 20:40:02,728 | INFO     | pipeline | Step completed: cte_parser
2026-06-07 20:40:02,729 | INFO     | pipeline | Step starting: cte_executer
2026-06-07 20:40:02,780 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 20:40:02,958 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 20:40:02,959 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 20:40:03,023 | INFO     | cte_executer_mod | Creating view: Wire_Trxn_Vw
2026-06-07 20:40:03,205 | INFO     | cte_executer_mod | Creating view: Mi_Trxn_Vw
2026-06-07 20:40:03,272 | INFO     | cte_executer_mod | Creating view: Cust_Accounts
2026-06-07 20:40:04,940 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 20:40:04,940 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 20:40:15,423 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 20:40:15,445 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 20:40:15,479 | INFO     | pipeline | Pipeline completed — job_id=cf34c49f-833b-41e7-b9cc-d2960f66921f
2026-06-07 20:54:04,995 | INFO     | config | Logging initialised — level: INFO
2026-06-07 20:54:04,996 | INFO     | config | App base path: D:\OFSAA\Scenario_Debugger
2026-06-07 20:54:04,997 | INFO     | jobs | Initialising database at: D:\OFSAA\Scenario_Debugger\db\scenario_debugger.db
2026-06-07 20:54:05,004 | INFO     | jobs | Database initialised successfully
2026-06-07 21:21:28,417 | INFO     | jobs | Job created: cb97c3a2-9372-42d5-8bcd-2bd699c6cacc for user_id=1 file=3696cb805bb14246bcc90c5cc9239dc5_LRT_log1.log
2026-06-07 21:21:28,429 | INFO     | pipeline | Pipeline started — job_id=cb97c3a2-9372-42d5-8bcd-2bd699c6cacc user=admin
2026-06-07 21:21:28,448 | INFO     | pipeline | Step starting: log_reader
2026-06-07 21:21:28,661 | INFO     | pipeline | Step completed: log_reader
2026-06-07 21:21:28,662 | INFO     | pipeline | Step starting: set_batch_date
2026-06-07 21:21:29,348 | INFO     | paramiko.transport | Connected (version 2.0, client OpenSSH_8.0)
2026-06-07 21:21:29,572 | INFO     | paramiko.transport | Authentication (password) successful!
2026-06-07 21:21:56,297 | INFO     | pipeline | Step completed: set_batch_date
2026-06-07 21:21:56,298 | INFO     | pipeline | Step starting: sql_executer
2026-06-07 21:21:56,619 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 21:21:56,944 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 21:21:56,947 | INFO     | sql_executer | Loading SQL file: D:/OFSAA/Scenario_Debugger/outputs\20260607\ML-LargeReportableTrans_LRT_AMEA\extracted_queries\ML_LargeReportableTrans_LRT_AMEA_dataset_query_20260607_212128.sql
2026-06-07 21:21:56,950 | INFO     | sql_executer | SQL loaded successfully (22523 chars)
2026-06-07 21:21:56,951 | INFO     | sql_executer | Executing dataset query...
2026-06-07 21:21:57,345 | INFO     | pipeline | Step completed: sql_executer
2026-06-07 21:21:57,346 | INFO     | pipeline | Step starting: cte_parser
2026-06-07 21:21:57,823 | INFO     | pipeline | Step completed: cte_parser
2026-06-07 21:21:57,824 | INFO     | pipeline | Step starting: cte_executer
2026-06-07 21:21:57,883 | INFO     | db_connect | Connecting to Oracle (attempt 1/3)...
2026-06-07 21:21:58,094 | INFO     | db_connect | Oracle connection established successfully
2026-06-07 21:21:58,095 | INFO     | cte_executer_mod | Creating view: clndr_vw
2026-06-07 21:21:58,172 | INFO     | cte_executer_mod | Creating view: Wire_Trxn_Vw
2026-06-07 21:21:58,368 | INFO     | cte_executer_mod | Creating view: Mi_Trxn_Vw
2026-06-07 21:21:58,513 | INFO     | cte_executer_mod | Creating view: Cust_Accounts
2026-06-07 21:22:00,323 | INFO     | pipeline | Step completed: cte_executer
2026-06-07 21:22:00,324 | INFO     | pipeline | Step starting: sql_diagnostics
2026-06-07 21:22:10,496 | INFO     | pipeline | Oracle connection closed after diagnostics
2026-06-07 21:22:10,530 | INFO     | pipeline | Step completed: sql_diagnostics
2026-06-07 21:22:10,549 | INFO     | pipeline | Pipeline completed — job_id=cb97c3a2-9372-42d5-8bcd-2bd699c6cacc
2026-06-07 21:23:48,399 | INFO     | jobs | Job created: 42614d64-a52a-47a9-9eaa-b5b5a47ce183 for user_id=1 file=b5b5430780224c84a2b92acece42ac3b_RMF_AIOR.log
